,movie_id,primary_title,original_title,start_year,genres,average_rating,num_votes,persons_name,persons_job,title_norm,id,release_date,movie,production_budget,domestic_gross,worldwide_gross
2010,tt1405500,For Colored Girls,For Colored Girls,2010,Drama,6.1,6728,Janet Jackson,actress,for colored girls 2010,67,"Nov 5, 2010",For Colored Girls,21000000,37729698,38017873
2011,tt1405500,For Colored Girls,For Colored Girls,2010,Drama,6.1,6728,Roger M. Bobb,producer,for colored girls 2010,67,"Nov 5, 2010",For Colored Girls,21000000,37729698,38017873
2012,tt1405500,For Colored Girls,For Colored Girls,2010,Drama,6.1,6728,Kimberly Elise,actress,for colored girls 2010,67,"Nov 5, 2010",For Colored Girls,21000000,37729698,38017873
2013,tt1405500,For Colored Girls,For Colored Girls,2010,Drama,6.1,6728,Paul Hall,producer,for colored girls 2010,67,"Nov 5, 2010",For Colored Girls,21000000,37729698,38017873
2014,tt1405500,For Colored Girls,For Colored Girls,2010,Drama,6.1,6728,Anika Noni Rose,actress,for colored girls 2010,67,"Nov 5, 2010",For Colored Girls,21000000,37729698,38017873
2015,tt1405500,For Colored Girls,For Colored Girls,2010,Drama,6.1,6728,Ntozake Shange,writer,for colored girls 2010,67,"Nov 5, 2010",For Colored Girls,21000000,37729698,38017873
2016,tt1405500,For Colored Girls,For Colored Girls,2010,Drama,6.1,6728,Aaron Zigman,composer,for colored girls 2010,67,"Nov 5, 2010",For Colored Girls,21000000,37729698,38017873
2017,tt1405500,For Colored Girls,For Colored Girls,2010,Drama,6.1,6728,Tyler Perry,director,for colored girls 2010,67,"Nov 5, 2010",For Colored Girls,21000000,37729698,38017873
2027,tt1424381,Predators,Predators,2010,"Action,Adventure,Sci-Fi",6.4,199764,Laurence Fishburne,actor,predators 2010,35,"Jul 9, 2010",Predators,40000000,52000688,127234389
2028,tt1424381,Predators,Predators,2010,"Action,Adventure,Sci-Fi",6.4,199764,Adrien Brody,actor,predators 2010,35,"Jul 9, 2010",Predators,40000000,52000688,127234389
2029,tt1424381,Predators,Predators,2010,"Action,Adventure,Sci-Fi",6.4,199764,Nimród Antal,director,predators 2010,35,"Jul 9, 2010",Predators,40000000,52000688,127234389
2030,tt1424381,Predators,Predators,2010,"Action,Adventure,Sci-Fi",6.4,199764,Elizabeth Avellan,producer,predators 2010,35,"Jul 9, 2010",Predators,40000000,52000688,127234389
2031,tt1424381,Predators,Predators,2010,"Action,Adventure,Sci-Fi",6.4,199764,Alice Braga,actress,predators 2010,35,"Jul 9, 2010",Predators,40000000,52000688,127234389
2032,tt1424381,Predators,Predators,2010,"Action,Adventure,Sci-Fi",6.4,199764,Topher Grace,actor,predators 2010,35,"Jul 9, 2010",Predators,40000000,52000688,127234389
2033,tt1424381,Predators,Predators,2010,"Action,Adventure,Sci-Fi",6.4,199764,Alex Litvak,writer,predators 2010,35,"Jul 9, 2010",Predators,40000000,52000688,127234389
2034,tt1424381,Predators,Predators,2010,"Action,Adventure,Sci-Fi",6.4,199764,Jim Thomas,writer,predators 2010,35,"Jul 9, 2010",Predators,40000000,52000688,127234389
2035,tt1424381,Predators,Predators,2010,"Action,Adventure,Sci-Fi",6.4,199764,John Thomas,writer,predators 2010,35,"Jul 9, 2010",Predators,40000000,52000688,127234389
2036,tt1424381,Predators,Predators,2010,"Action,Adventure,Sci-Fi",6.4,199764,Michael Finch,writer,predators 2010,35,"Jul 9, 2010",Predators,40000000,52000688,127234389
2047,tt1560957,I Want Your Money,I Want Your Money,2010,Documentary,5.1,1244,Don Harper,composer,i want your money 2010,14,"Oct 15, 2010",I Want Your Money,400000,433588,433588
2048,tt1560957,I Want Your Money,I Want Your Money,2010,Documentary,5.1,1244,Doug Stebleton,producer,i want your money 2010,14,"Oct 15, 2010",I Want Your Money,400000,433588,433588
2049,tt1560957,I Want Your Money,I Want Your Money,2010,Documentary,5.1,1244,Evan Sayet,writer,i want your money 2010,14,"Oct 15, 2010",I Want Your Money,400000,433588,433588
2050,tt1560957,I Want Your Money,I Want Your Money,2010,Documentary,5.1,1244,Ray Griggs,director,i want your money 2010,14,"Oct 15, 2010",I Want Your Money,400000,433588,433588
2051,tt1560957,I Want Your Money,I Want Your Money,2010,Documentary,5.1,1244,Heather Ganziano,producer,i want your money 2010,14,"Oct 15, 2010",I Want Your Money,400000,433588,433588
2052,tt1560957,I Want Your Money,I Want Your Money,2010,Documentary,5.1,1244,Randall Norman Desoto,writer,i want your money 2010,14,"Oct 15, 2010",I Want Your Money,400000,433588,433588
2053,tt1279935,Date Night,Date Night,2010,"Comedy,Crime,Romance",6.3,144683,Mark Wahlberg,actor,date night 2010,99,"Apr 9, 2010",Date Night,55000000,98711404,152269033
2054,tt1279935,Date Night,Date Night,2010,"Comedy,Crime,Romance",6.3,144683,Christophe Beck,composer,date night 2010,99,"Apr 9, 2010",Date Night,55000000,98711404,152269033
2055,tt1279935,Date Night,Date Night,2010,"Comedy,Crime,Romance",6.3,144683,Steve Carell,actor,date night 2010,99,"Apr 9, 2010",Date Night,55000000,98711404,152269033
2056,tt1279935,Date Night,Date Night,2010,"Comedy,Crime,Romance",6.3,144683,Tina Fey,actress,date night 2010,99,"Apr 9, 2010",Date Night,55000000,98711404,152269033
2057,tt1279935,Date Night,Date Night,2010,"Comedy,Crime,Romance",6.3,144683,Taraji P. Henson,actress,date night 2010,99,"Apr 9, 2010",Date Night,55000000,98711404,152269033
2058,tt1279935,Date Night,Date Night,2010,"Comedy,Crime,Romance",6.3,144683,Josh Klausner,writer,date night 2010,99,"Apr 9, 2010",Date Night,55000000,98711404,152269033
2059,tt1279935,Date Night,Date Night,2010,"Comedy,Crime,Romance",6.3,144683,Shawn Levy,director,date night 2010,99,"Apr 9, 2010",Date Night,55000000,98711404,152269033
2060,tt1399683,Winter's Bone,Winter's Bone,2010,"Drama,Mystery",7.2,127751,Garret Dillahunt,actor,winter's bone 2010,8,"Jun 11, 2010",Winter's Bone,2000000,6531503,16131551
2061,tt1399683,Winter's Bone,Winter's Bone,2010,"Drama,Mystery",7.2,127751,Debra Granik,director,winter's bone 2010,8,"Jun 11, 2010",Winter's Bone,2000000,6531503,16131551
2062,tt1399683,Winter's Bone,Winter's Bone,2010,"Drama,Mystery",7.2,127751,John Hawkes,actor,winter's bone 2010,8,"Jun 11, 2010",Winter's Bone,2000000,6531503,16131551
2063,tt1399683,Winter's Bone,Winter's Bone,2010,"Drama,Mystery",7.2,127751,Dickon Hinchliffe,composer,winter's bone 2010,8,"Jun 11, 2010",Winter's Bone,2000000,6531503,16131551
2064,tt1399683,Winter's Bone,Winter's Bone,2010,"Drama,Mystery",7.2,127751,Alix Madigan,producer,winter's bone 2010,8,"Jun 11, 2010",Winter's Bone,2000000,6531503,16131551
2065,tt1399683,Winter's Bone,Winter's Bone,2010,"Drama,Mystery",7.2,127751,Daniel Woodrell,writer,winter's bone 2010,8,"Jun 11, 2010",Winter's Bone,2000000,6531503,16131551
2066,tt1399683,Winter's Bone,Winter's Bone,2010,"Drama,Mystery",7.2,127751,Anne Rosellini,writer,winter's bone 2010,8,"Jun 11, 2010",Winter's Bone,2000000,6531503,16131551
2067,tt1399683,Winter's Bone,Winter's Bone,2010,"Drama,Mystery",7.2,127751,Jennifer Lawrence,actress,winter's bone 2010,8,"Jun 11, 2010",Winter's Bone,2000000,6531503,16131551
2068,tt1399683,Winter's Bone,Winter's Bone,2010,"Drama,Mystery",7.2,127751,Isaiah Stone,actor,winter's bone 2010,8,"Jun 11, 2010",Winter's Bone,2000000,6531503,16131551
2069,tt0889573,The Switch,The Switch,2010,"Comedy,Drama,Romance",6.1,90661,Jennifer Aniston,actress,the switch 2010,39,"Aug 20, 2010",The Switch,19000000,27758465,49858465
2070,tt0889573,The Switch,The Switch,2010,"Comedy,Drama,Romance",6.1,90661,Jeff Goldblum,actor,the switch 2010,39,"Aug 20, 2010",The Switch,19000000,27758465,49858465
2071,tt0889573,The Switch,The Switch,2010,"Comedy,Drama,Romance",6.1,90661,Jason Bateman,actor,the switch 2010,39,"Aug 20, 2010",The Switch,19000000,27758465,49858465
2072,tt0889573,The Switch,The Switch,2010,"Comedy,Drama,Romance",6.1,90661,Albert Berger,producer,the switch 2010,39,"Aug 20, 2010",The Switch,19000000,27758465,49858465
2073,tt0889573,The Switch,The Switch,2010,"Comedy,Drama,Romance",6.1,90661,Jeffrey Eugenides,writer,the switch 2010,39,"Aug 20, 2010",The Switch,19000000,27758465,49858465
2074,tt0889573,The Switch,The Switch,2010,"Comedy,Drama,Romance",6.1,90661,Josh Gordon,director,the switch 2010,39,"Aug 20, 2010",The Switch,19000000,27758465,49858465
2075,tt0889573,The Switch,The Switch,2010,"Comedy,Drama,Romance",6.1,90661,Will Speck,director,the switch 2010,39,"Aug 20, 2010",The Switch,19000000,27758465,49858465
2076,tt0889573,The Switch,The Switch,2010,"Comedy,Drama,Romance",6.1,90661,Patrick Wilson,actor,the switch 2010,39,"Aug 20, 2010",The Switch,19000000,27758465,49858465
2077,tt0889573,The Switch,The Switch,2010,"Comedy,Drama,Romance",6.1,90661,Ron Yerxa,producer,the switch 2010,39,"Aug 20, 2010",The Switch,19000000,27758465,49858465
2078,tt0889573,The Switch,The Switch,2010,"Comedy,Drama,Romance",6.1,90661,Allan Loeb,writer,the switch 2010,39,"Aug 20, 2010",The Switch,19000000,27758465,49858465
2089,tt0989757,Dear John,Dear John,2010,"Drama,Romance,War",6.3,128657,Henry Thomas,actor,dear john 2010,77,"Feb 5, 2010",Dear John,25000000,80014842,142033509
2090,tt0989757,Dear John,Dear John,2010,"Drama,Romance,War",6.3,128657,Lasse Hallström,director,dear john 2010,77,"Feb 5, 2010",Dear John,25000000,80014842,142033509
2091,tt0989757,Dear John,Dear John,2010,"Drama,Romance,War",6.3,128657,Wyck Godfrey,producer,dear john 2010,77,"Feb 5, 2010",Dear John,25000000,80014842,142033509
2092,tt0989757,Dear John,Dear John,2010,"Drama,Romance,War",6.3,128657,Richard Jenkins,actor,dear john 2010,77,"Feb 5, 2010",Dear John,25000000,80014842,142033509
2093,tt0989757,Dear John,Dear John,2010,"Drama,Romance,War",6.3,128657,Nicholas Sparks,writer,dear john 2010,77,"Feb 5, 2010",Dear John,25000000,80014842,142033509
2094,tt0989757,Dear John,Dear John,2010,"Drama,Romance,War",6.3,128657,Amanda Seyfried,actress,dear john 2010,77,"Feb 5, 2010",Dear John,25000000,80014842,142033509
2095,tt0989757,Dear John,Dear John,2010,"Drama,Romance,War",6.3,128657,Ryan Kavanaugh,producer,dear john 2010,77,"Feb 5, 2010",Dear John,25000000,80014842,142033509
2096,tt0989757,Dear John,Dear John,2010,"Drama,Romance,War",6.3,128657,Channing Tatum,actor,dear john 2010,77,"Feb 5, 2010",Dear John,25000000,80014842,142033509
2097,tt0989757,Dear John,Dear John,2010,"Drama,Romance,War",6.3,128657,Jamie Linden,writer,dear john 2010,77,"Feb 5, 2010",Dear John,25000000,80014842,142033509
2098,tt0989757,Dear John,Dear John,2010,"Drama,Romance,War",6.3,128657,Marty Bowen,producer,dear john 2010,77,"Feb 5, 2010",Dear John,25000000,80014842,142033509
2099,tt1125929,Love Ranch,Love Ranch,2010,"Biography,Comedy,Drama",5.6,2742,Gina Gershon,actress,love ranch 2010,19,"Jun 30, 2010",Love Ranch,25000000,137885,146149
2100,tt1125929,Love Ranch,Love Ranch,2010,"Biography,Comedy,Drama",5.6,2742,Taylor Hackford,director,love ranch 2010,19,"Jun 30, 2010",Love Ranch,25000000,137885,146149
2101,tt1125929,Love Ranch,Love Ranch,2010,"Biography,Comedy,Drama",5.6,2742,Helen Mirren,actress,love ranch 2010,19,"Jun 30, 2010",Love Ranch,25000000,137885,146149
2102,tt1125929,Love Ranch,Love Ranch,2010,"Biography,Comedy,Drama",5.6,2742,Joe Pesci,actor,love ranch 2010,19,"Jun 30, 2010",Love Ranch,25000000,137885,146149
2103,tt1125929,Love Ranch,Love Ranch,2010,"Biography,Comedy,Drama",5.6,2742,Mark Jacobson,writer,love ranch 2010,19,"Jun 30, 2010",Love Ranch,25000000,137885,146149
2104,tt1125929,Love Ranch,Love Ranch,2010,"Biography,Comedy,Drama",5.6,2742,Marty Katz,producer,love ranch 2010,19,"Jun 30, 2010",Love Ranch,25000000,137885,146149
2105,tt1125929,Love Ranch,Love Ranch,2010,"Biography,Comedy,Drama",5.6,2742,Sergio Peris-Mencheta,actor,love ranch 2010,19,"Jun 30, 2010",Love Ranch,25000000,137885,146149
2106,tt1125929,Love Ranch,Love Ranch,2010,"Biography,Comedy,Drama",5.6,2742,Lou DiBella,producer,love ranch 2010,19,"Jun 30, 2010",Love Ranch,25000000,137885,146149
2107,tt1125929,Love Ranch,Love Ranch,2010,"Biography,Comedy,Drama",5.6,2742,Chris Bacon,composer,love ranch 2010,19,"Jun 30, 2010",Love Ranch,25000000,137885,146149
2108,tt1126618,Morning Glory,Morning Glory,2010,"Comedy,Drama,Romance",6.5,67367,Harrison Ford,actor,morning glory 2010,73,"Nov 10, 2010",Morning Glory,40000000,31011732,59795070
2109,tt1126618,Morning Glory,Morning Glory,2010,"Comedy,Drama,Romance",6.5,67367,Diane Keaton,actress,morning glory 2010,73,"Nov 10, 2010",Morning Glory,40000000,31011732,59795070
2110,tt1126618,Morning Glory,Morning Glory,2010,"Comedy,Drama,Romance",6.5,67367,David Arnold,composer,morning glory 2010,73,"Nov 10, 2010",Morning Glory,40000000,31011732,59795070
2111,tt1126618,Morning Glory,Morning Glory,2010,"Comedy,Drama,Romance",6.5,67367,J.J. Abrams,producer,morning glory 2010,73,"Nov 10, 2010",Morning Glory,40000000,31011732,59795070
2112,tt1126618,Morning Glory,Morning Glory,2010,"Comedy,Drama,Romance",6.5,67367,Noah Bean,actor,morning glory 2010,73,"Nov 10, 2010",Morning Glory,40000000,31011732,59795070
2113,tt1126618,Morning Glory,Morning Glory,2010,"Comedy,Drama,Romance",6.5,67367,Aline Brosh McKenna,writer,morning glory 2010,73,"Nov 10, 2010",Morning Glory,40000000,31011732,59795070
2114,tt1126618,Morning Glory,Morning Glory,2010,"Comedy,Drama,Romance",6.5,67367,Roger Michell,director,morning glory 2010,73,"Nov 10, 2010",Morning Glory,40000000,31011732,59795070
2115,tt1126618,Morning Glory,Morning Glory,2010,"Comedy,Drama,Romance",6.5,67367,Rachel McAdams,actress,morning glory 2010,73,"Nov 10, 2010",Morning Glory,40000000,31011732,59795070
2116,tt1126618,Morning Glory,Morning Glory,2010,"Comedy,Drama,Romance",6.5,67367,Bryan Burk,producer,morning glory 2010,73,"Nov 10, 2010",Morning Glory,40000000,31011732,59795070
2117,tt1220634,Resident Evil: Afterlife,Resident Evil: Afterlife,2010,"Action,Adventure,Horror",5.9,153270,Milla Jovovich,actress,resident evil: afterlife 2010,70,"Sep 10, 2010",Resident Evil: Afterlife,57500000,60128566,295874190
2118,tt1220634,Resident Evil: Afterlife,Resident Evil: Afterlife,2010,"Action,Adventure,Horror",5.9,153270,Ali Larter,actress,resident evil: afterlife 2010,70,"Sep 10, 2010",Resident Evil: Afterlife,57500000,60128566,295874190
2119,tt1220634,Resident Evil: Afterlife,Resident Evil: Afterlife,2010,"Action,Adventure,Horror",5.9,153270,Paul W.S. Anderson,director,resident evil: afterlife 2010,70,"Sep 10, 2010",Resident Evil: Afterlife,57500000,60128566,295874190
2120,tt1220634,Resident Evil: Afterlife,Resident Evil: Afterlife,2010,"Action,Adventure,Horror",5.9,153270,Jeremy Bolt,producer,resident evil: afterlife 2010,70,"Sep 10, 2010",Resident Evil: Afterlife,57500000,60128566,295874190
2121,tt1220634,Resident Evil: Afterlife,Resident Evil: Afterlife,2010,"Action,Adventure,Horror",5.9,153270,Don Carmody,producer,resident evil: afterlife 2010,70,"Sep 10, 2010",Resident Evil: Afterlife,57500000,60128566,295874190
2122,tt1220634,Resident Evil: Afterlife,Resident Evil: Afterlife,2010,"Action,Adventure,Horror",5.9,153270,Kim Coates,actor,resident evil: afterlife 2010,70,"Sep 10, 2010",Resident Evil: Afterlife,57500000,60128566,295874190
2123,tt1220634,Resident Evil: Afterlife,Resident Evil: Afterlife,2010,"Action,Adventure,Horror",5.9,153270,Bernd Eichinger,producer,resident evil: afterlife 2010,70,"Sep 10, 2010",Resident Evil: Afterlife,57500000,60128566,295874190
2124,tt1220634,Resident Evil: Afterlife,Resident Evil: Afterlife,2010,"Action,Adventure,Horror",5.9,153270,Samuel Hadida,producer,resident evil: afterlife 2010,70,"Sep 10, 2010",Resident Evil: Afterlife,57500000,60128566,295874190
2125,tt1220634,Resident Evil: Afterlife,Resident Evil: Afterlife,2010,"Action,Adventure,Horror",5.9,153270,Robert Kulzer,producer,resident evil: afterlife 2010,70,"Sep 10, 2010",Resident Evil: Afterlife,57500000,60128566,295874190
2126,tt1220634,Resident Evil: Afterlife,Resident Evil: Afterlife,2010,"Action,Adventure,Horror",5.9,153270,Wentworth Miller,actor,resident evil: afterlife 2010,70,"Sep 10, 2010",Resident Evil: Afterlife,57500000,60128566,295874190
2147,tt0817230,Valentine's Day,Valentine's Day,2010,"Comedy,Romance",5.7,107171,Julia Roberts,actress,valentine's day 2010,70,"Feb 12, 2010",Valentine's Day,52000000,110485654,217569328
2148,tt0817230,Valentine's Day,Valentine's Day,2010,"Comedy,Romance",5.7,107171,Anne Hathaway,actress,valentine's day 2010,70,"Feb 12, 2010",Valentine's Day,52000000,110485654,217569328
2149,tt0817230,Valentine's Day,Valentine's Day,2010,"Comedy,Romance",5.7,107171,Jessica Alba,actress,valentine's day 2010,70,"Feb 12, 2010",Valentine's Day,52000000,110485654,217569328
2150,tt0817230,Valentine's Day,Valentine's Day,2010,"Comedy,Romance",5.7,107171,Jamie Foxx,actor,valentine's day 2010,70,"Feb 12, 2010",Valentine's Day,52000000,110485654,217569328
2151,tt0817230,Valentine's Day,Valentine's Day,2010,"Comedy,Romance",5.7,107171,Garry Marshall,director,valentine's day 2010,70,"Feb 12, 2010",Valentine's Day,52000000,110485654,217569328
2152,tt0817230,Valentine's Day,Valentine's Day,2010,"Comedy,Romance",5.7,107171,Katherine Fugate,writer,valentine's day 2010,70,"Feb 12, 2010",Valentine's Day,52000000,110485654,217569328
2153,tt0817230,Valentine's Day,Valentine's Day,2010,"Comedy,Romance",5.7,107171,Mike Karz,producer,valentine's day 2010,70,"Feb 12, 2010",Valentine's Day,52000000,110485654,217569328
2154,tt0817230,Valentine's Day,Valentine's Day,2010,"Comedy,Romance",5.7,107171,Abby Kohn,writer,valentine's day 2010,70,"Feb 12, 2010",Valentine's Day,52000000,110485654,217569328
2155,tt0817230,Valentine's Day,Valentine's Day,2010,"Comedy,Romance",5.7,107171,Wayne Allan Rice,producer,valentine's day 2010,70,"Feb 12, 2010",Valentine's Day,52000000,110485654,217569328
2156,tt0817230,Valentine's Day,Valentine's Day,2010,"Comedy,Romance",5.7,107171,Marc Silverstein,writer,valentine's day 2010,70,"Feb 12, 2010",Valentine's Day,52000000,110485654,217569328
2157,tt1273678,The Spy Next Door,The Spy Next Door,2010,"Action,Comedy,Family",5.5,36767,Jackie Chan,actor,the spy next door 2010,68,"Jan 15, 2010",The Spy Next Door,28000000,24307106,46752858
2158,tt1273678,The Spy Next Door,The Spy Next Door,2010,"Action,Comedy,Family",5.5,36767,Billy Ray Cyrus,actor,the spy next door 2010,68,"Jan 15, 2010",The Spy Next Door,28000000,24307106,46752858
2159,tt1273678,The Spy Next Door,The Spy Next Door,2010,"Action,Comedy,Family",5.5,36767,Amber Valletta,actress,the spy next door 2010,68,"Jan 15, 2010",The Spy Next Door,28000000,24307106,46752858
2160,tt1273678,The Spy Next Door,The Spy Next Door,2010,"Action,Comedy,Family",5.5,36767,James Greer,writer,the spy next door 2010,68,"Jan 15, 2010",The Spy Next Door,28000000,24307106,46752858
2161,tt1273678,The Spy Next Door,The Spy Next Door,2010,"Action,Comedy,Family",5.5,36767,Jonathan Bernstein,writer,the spy next door 2010,68,"Jan 15, 2010",The Spy Next Door,28000000,24307106,46752858
2162,tt1273678,The Spy Next Door,The Spy Next Door,2010,"Action,Comedy,Family",5.5,36767,Gregory Poirier,writer,the spy next door 2010,68,"Jan 15, 2010",The Spy Next Door,28000000,24307106,46752858
2163,tt1273678,The Spy Next Door,The Spy Next Door,2010,"Action,Comedy,Family",5.5,36767,Brian Levant,director,the spy next door 2010,68,"Jan 15, 2010",The Spy Next Door,28000000,24307106,46752858
2164,tt1273678,The Spy Next Door,The Spy Next Door,2010,"Action,Comedy,Family",5.5,36767,David Newman,composer,the spy next door 2010,68,"Jan 15, 2010",The Spy Next Door,28000000,24307106,46752858
2165,tt1273678,The Spy Next Door,The Spy Next Door,2010,"Action,Comedy,Family",5.5,36767,Robert Simonds,producer,the spy next door 2010,68,"Jan 15, 2010",The Spy Next Door,28000000,24307106,46752858
2166,tt1273678,The Spy Next Door,The Spy Next Door,2010,"Action,Comedy,Family",5.5,36767,Madeline Carroll,actress,the spy next door 2010,68,"Jan 15, 2010",The Spy Next Door,28000000,24307106,46752858
2177,tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010,"Adventure,Drama,Fantasy",5.0,211733,Howard Shore,composer,the twilight saga: eclipse 2010,53,"Jun 30, 2010",The Twilight Saga: Eclipse,68000000,300531751,706102828
2178,tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010,"Adventure,Drama,Fantasy",5.0,211733,Wyck Godfrey,producer,the twilight saga: eclipse 2010,53,"Jun 30, 2010",The Twilight Saga: Eclipse,68000000,300531751,706102828
2179,tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010,"Adventure,Drama,Fantasy",5.0,211733,Melissa Rosenberg,writer,the twilight saga: eclipse 2010,53,"Jun 30, 2010",The Twilight Saga: Eclipse,68000000,300531751,706102828
2180,tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010,"Adventure,Drama,Fantasy",5.0,211733,Kristen Stewart,actress,the twilight saga: eclipse 2010,53,"Jun 30, 2010",The Twilight Saga: Eclipse,68000000,300531751,706102828
2181,tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010,"Adventure,Drama,Fantasy",5.0,211733,Taylor Lautner,actor,the twilight saga: eclipse 2010,53,"Jun 30, 2010",The Twilight Saga: Eclipse,68000000,300531751,706102828
2182,tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010,"Adventure,Drama,Fantasy",5.0,211733,Robert Pattinson,actor,the twilight saga: eclipse 2010,53,"Jun 30, 2010",The Twilight Saga: Eclipse,68000000,300531751,706102828
2183,tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010,"Adventure,Drama,Fantasy",5.0,211733,Karen Rosenfelt,producer,the twilight saga: eclipse 2010,53,"Jun 30, 2010",The Twilight Saga: Eclipse,68000000,300531751,706102828
2184,tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010,"Adventure,Drama,Fantasy",5.0,211733,David Slade,director,the twilight saga: eclipse 2010,53,"Jun 30, 2010",The Twilight Saga: Eclipse,68000000,300531751,706102828
2185,tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010,"Adventure,Drama,Fantasy",5.0,211733,Xavier Samuel,actor,the twilight saga: eclipse 2010,53,"Jun 30, 2010",The Twilight Saga: Eclipse,68000000,300531751,706102828
2186,tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010,"Adventure,Drama,Fantasy",5.0,211733,Stephenie Meyer,writer,the twilight saga: eclipse 2010,53,"Jun 30, 2010",The Twilight Saga: Eclipse,68000000,300531751,706102828
2217,tt1231583,Due Date,Due Date,2010,"Adventure,Comedy",6.5,303523,Robert Downey Jr.,actor,due date 2010,84,"Nov 5, 2010",Due Date,65000000,100539043,211739043
2218,tt1231583,Due Date,Due Date,2010,"Adventure,Comedy",6.5,303523,Jamie Foxx,actor,due date 2010,84,"Nov 5, 2010",Due Date,65000000,100539043,211739043
2219,tt1231583,Due Date,Due Date,2010,"Adventure,Comedy",6.5,303523,Christophe Beck,composer,due date 2010,84,"Nov 5, 2010",Due Date,65000000,100539043,211739043
2220,tt1231583,Due Date,Due Date,2010,"Adventure,Comedy",6.5,303523,Alan R. Cohen,writer,due date 2010,84,"Nov 5, 2010",Due Date,65000000,100539043,211739043
2221,tt1231583,Due Date,Due Date,2010,"Adventure,Comedy",6.5,303523,Alan Freedland,writer,due date 2010,84,"Nov 5, 2010",Due Date,65000000,100539043,211739043
2222,tt1231583,Due Date,Due Date,2010,"Adventure,Comedy",6.5,303523,Zach Galifianakis,actor,due date 2010,84,"Nov 5, 2010",Due Date,65000000,100539043,211739043
2223,tt1231583,Due Date,Due Date,2010,"Adventure,Comedy",6.5,303523,Daniel Goldberg,producer,due date 2010,84,"Nov 5, 2010",Due Date,65000000,100539043,211739043
2224,tt1231583,Due Date,Due Date,2010,"Adventure,Comedy",6.5,303523,Todd Phillips,director,due date 2010,84,"Nov 5, 2010",Due Date,65000000,100539043,211739043
2225,tt1231583,Due Date,Due Date,2010,"Adventure,Comedy",6.5,303523,Michelle Monaghan,actress,due date 2010,84,"Nov 5, 2010",Due Date,65000000,100539043,211739043
2226,tt1231583,Due Date,Due Date,2010,"Adventure,Comedy",6.5,303523,Adam Sztykiel,writer,due date 2010,84,"Nov 5, 2010",Due Date,65000000,100539043,211739043
2227,tt1314655,Devil,Devil,2010,"Horror,Mystery,Thriller",6.2,122080,Caroline Dhavernas,actress,devil 2010,71,"Sep 17, 2010",Devil,10000000,33679655,63354114
2228,tt1314655,Devil,Devil,2010,"Horror,Mystery,Thriller",6.2,122080,John Erick Dowdle,director,devil 2010,71,"Sep 17, 2010",Devil,10000000,33679655,63354114
2229,tt1314655,Devil,Devil,2010,"Horror,Mystery,Thriller",6.2,122080,Sam Mercer,producer,devil 2010,71,"Sep 17, 2010",Devil,10000000,33679655,63354114
2230,tt1314655,Devil,Devil,2010,"Horror,Mystery,Thriller",6.2,122080,Chris Messina,actor,devil 2010,71,"Sep 17, 2010",Devil,10000000,33679655,63354114
2231,tt1314655,Devil,Devil,2010,"Horror,Mystery,Thriller",6.2,122080,Brian Nelson,writer,devil 2010,71,"Sep 17, 2010",Devil,10000000,33679655,63354114
2232,tt1314655,Devil,Devil,2010,"Horror,Mystery,Thriller",6.2,122080,M. Night Shyamalan,writer,devil 2010,71,"Sep 17, 2010",Devil,10000000,33679655,63354114
2233,tt1314655,Devil,Devil,2010,"Horror,Mystery,Thriller",6.2,122080,Bokeem Woodbine,actor,devil 2010,71,"Sep 17, 2010",Devil,10000000,33679655,63354114
2234,tt1314655,Devil,Devil,2010,"Horror,Mystery,Thriller",6.2,122080,Fernando Velázquez,composer,devil 2010,71,"Sep 17, 2010",Devil,10000000,33679655,63354114
2235,tt1314655,Devil,Devil,2010,"Horror,Mystery,Thriller",6.2,122080,Logan Marshall-Green,actor,devil 2010,71,"Sep 17, 2010",Devil,10000000,33679655,63354114
2236,tt1342096,Butterfly,Butterfly,2010,"Horror,Thriller",4.7,53,Margo Romero,producer,butterfly 2010,98,"Dec 31, 2010",Butterfly,250000,0,0
2237,tt1342096,Butterfly,Butterfly,2010,"Horror,Thriller",4.7,53,Jay Laisne,actor,butterfly 2010,98,"Dec 31, 2010",Butterfly,250000,0,0
2238,tt1342096,Butterfly,Butterfly,2010,"Horror,Thriller",4.7,53,Edward E. Romero,director,butterfly 2010,98,"Dec 31, 2010",Butterfly,250000,0,0
2239,tt1342096,Butterfly,Butterfly,2010,"Horror,Thriller",4.7,53,Matthew Thies,composer,butterfly 2010,98,"Dec 31, 2010",Butterfly,250000,0,0
2240,tt1342096,Butterfly,Butterfly,2010,"Horror,Thriller",4.7,53,Henri Yonet,composer,butterfly 2010,98,"Dec 31, 2010",Butterfly,250000,0,0
